"","Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces"
"1510","Watershed IPA",2331,0.067,70,151,"American IPA",12
"1511","Oakshire Amber Ale",1669,0.054,24,151,"American Amber / Red Ale",12
"1512","Overcast Espresso Stout",1668,0.058,27,151,"American Stout",12
"1513","Watershed IPA (2013)",999,0.067,70,151,"American IPA",12
"1514","Lake Monster",2247,0.082,25,185,"Baltic Porter",16
"1515","London Homesick Ale",2071,0.049,27,185,"English Bitter",12
"1516","Luchesa Lager",2070,0.048,35,185,"Keller Bier / Zwickel Bier",12
"1517","Slow Ride",2069,0.048,35,185,"American Pale Ale (APA)",12
"1518","Occidental Hefeweizen",2192,0.047,NA,201,"American Pale Wheat Ale",16
"1519","Occidental Dunkel",1130,0.051,NA,201,"Dunkelweizen",16
"1520","Occidental Altbier",1129,0.05,NA,201,"Altbier",16
"1521","Occidental Kölsch",1081,0.045,NA,201,"Kölsch",16
"1522","Perpetual Darkness",2335,0.092,72,149,"Belgian Strong Dark Ale",12
"1523","Clan Warrior",2334,0.087,29,149,"Scotch Ale / Wee Heavy",12
"1524","Psycho Penguin Vanilla Porter",2333,0.054,36,149,"American Porter",12
"1525","Heliocentric Hefeweizen",1721,0.047,NA,149,"Hefeweizen",12
"1526","Ghose Drifter Pale Ale",1720,0.051,NA,149,"American Pale Ale (APA)",12
"1527","Ghost Rider Pale Ale (2013)",1431,0.051,NA,149,"American Pale Ale (APA)",12
"1528","Helios Hefeweizen (2013)",1430,0.047,NA,149,"Hefeweizen",12
"1529","The Hole in Hadrian's Wall",1059,0.095,19,472,"Scottish Ale",16
"1530","33 Select Brown Ale",1058,0.065,26,472,"American Brown Ale",16
"1531","Midwest Charm Farmhouse Ale",603,0.06,29,472,"Saison / Farmhouse Ale",16
"1532","Boji Blue Pale Ale",602,0.05,45,472,"American Pale Ale (APA)",16
"1533","Winter Games Select #32 Stout",601,0.057,26,472,"American Stout",16
"1534","Boji Beach Golden Rye Ale",600,0.05,23,472,"Rye Beer",16
"1535","Hopsmith Pale Lager",1828,0.06,NA,302,"American Pale Lager",16
"1536","Falling Down Brown Ale",1487,0.065,65,302,"American Brown Ale",16
"1537","Resolution Rye Stout",1486,0.068,NA,302,"American Stout",16
"1538","Plowshare Porter",1485,0.055,NA,302,"American Porter",16
"1539","Old Forge Pumpkin Ale",1394,0.046,20,302,"Pumpkin Ale",16
"1540","Endless Sun Ale",1381,0.045,NA,302,"American Pale Wheat Ale",16
"1541","Celestial Blonde Ale",900,0.065,NA,302,"American Blonde Ale",16
"1542","Overbite IPA",891,0.075,NA,302,"American IPA",16
"1543","T-Rail Pale Ale",509,0.055,NA,302,"American Pale Ale (APA)",16
"1544","Endless Summer Ale (2011)",508,0.048,NA,302,"American Pale Wheat Ale",16
"1545","Clem's Gold",1530,0.053,NA,391,"American Pale Lager",16
"1546","Lizzy's Red",1529,0.055,NA,391,"American Amber / Red Lager",16
"1547","Orlison India Pale Lager",1528,0.067,NA,391,"American Pale Lager",16
"1548","Brünette",1527,0.042,NA,391,"Euro Dark Lager",16
"1549","Havanüther",1526,0.041,NA,391,"Light Lager",16
"1550","Lyric Ale",2113,0.065,NA,217,"Saison / Farmhouse Ale",12
"1551","Atalanta",2112,0.053,NA,217,"Saison / Farmhouse Ale",12
"1552","Pinner Throwback IPA",2302,0.049,35,167,"American IPA",12
"1553","Centennial State Pale Ale",1883,0.052,NA,167,"American Pale Ale (APA)",19.2
"1554","Old Chub NITRO",1859,0.08,NA,167,"Scotch Ale / Wee Heavy",16
"1555","The CROWLER™",1796,NA,NA,167,"",32
"1556","CAN'D AID Foundation",1790,NA,NA,167,"",12
"1557","Icey.P.A.",1752,NA,NA,167,"American IPA",16
"1558","One Nut Brown",1751,0.05,NA,167,"English Brown Ale",12
"1559","Birth IPA",1750,NA,NA,167,"American IPA",12
"1560","Dale's Pale Ale",1444,0.065,65,167,"American Pale Ale (APA)",12
"1561","Dale's Pale Ale",1252,0.065,65,167,"American Pale Ale (APA)",12
"1562","Mama's Little Yella Pils",1167,0.053,35,167,"Czech Pilsener",19.2
"1563","oSKAr the G'Rauch",993,0.085,NA,167,"American IPA",19.2
"1564","oSKAr the G'Rauch",992,0.085,NA,167,"American IPA",16
"1565","Dale's Pale Ale",955,0.065,65,167,"American Pale Ale (APA)",19.2
"1566","The Deuce",933,0.07,NA,167,"American Brown Ale",16
"1567","Dale's Pale Ale (10 Year Anniversary)",892,0.065,65,167,"American Pale Ale (APA)",12
"1568","Dale's Pale Ale (2012)",828,0.065,65,167,"American Pale Ale (APA)",12
"1569","Gordon Imperial Red (2010)",806,0.087,85,167,"American Double / Imperial IPA",12
"1570","Dale's Pale Ale (2011)",755,0.065,65,167,"American Pale Ale (APA)",12
"1571","Dale's Pale Ale (2010)",754,0.065,65,167,"American Pale Ale (APA)",12
"1572","G'KNIGHT (16 oz.)",726,0.087,85,167,"American Double / Imperial IPA",16
"1573","15th Anniversary Abbey Ale (2012)",720,0.09,NA,167,"Belgian Dark Ale",16
"1574","Chaka",661,0.08,NA,167,"Belgian Strong Pale Ale",16
"1575","HGH (Home Grown Hops): Part Duh",585,0.08,70,167,"American Strong Ale",12
"1576","Deviant Dale's IPA",565,0.08,NA,167,"American Double / Imperial IPA",16
"1577","One Hit Wonder",391,0.09,60,167,"American Double / Imperial IPA",12
"1578","G'KNIGHT (12 oz.)",388,0.087,85,167,"American Double / Imperial IPA",12
"1579","Ten Fidy Imperial Stout",8,0.099,98,167,"Russian Imperial Stout",12
"1580","Mama's Little Yella Pils",7,0.053,35,167,"Czech Pilsener",12
"1581","GUBNA Imperial IPA",6,0.099,100,167,"American Double / Imperial IPA",12
"1582","Old Chub",5,0.08,35,167,"Scottish Ale",12
"1583","Gordon Ale (2009)",4,0.087,85,167,"American Double / Imperial IPA",12
"1584","Dale's Pale Ale",1,0.065,65,167,"American Pale Ale (APA)",12
"1585","Gordon (2005)",805,0.092,85,504,"American Double / Imperial IPA",12
"1586","Ten Fidy Imperial Stout (2008)",804,0.095,98,504,"Russian Imperial Stout",12
"1587","Ten Fidy Imperial Stout (2007)",803,0.099,98,504,"Russian Imperial Stout",12
"1588","Old Chub (2008)",787,0.08,35,504,"Scottish Ale",12
"1589","Old Chub (2004)",786,0.08,35,504,"Scottish Ale",12
"1590","Old Chub (2003)",785,0.08,35,504,"Scottish Ale",12
"1591","Dale's Pale Ale (2008)",745,0.065,65,504,"American Pale Ale (APA)",12
"1592","Dale's Pale Ale (2006)",744,0.065,65,504,"American Pale Ale (APA)",12
"1593","Dale's Pale Ale (2004)",743,0.065,65,504,"American Pale Ale (APA)",12
"1594","Dale's Pale Ale (2003)",742,0.065,65,504,"American Pale Ale (APA)",12
"1595","Dale's Pale Ale (2002)",741,0.065,65,504,"American Pale Ale (APA)",12
"1596","Leroy (2005)",734,0.052,NA,504,"American Brown Ale",12
"1597","Gordon Beer (2006)",733,0.087,60,504,"American Double / Imperial IPA",12
"1598","G'KNIGHT",1533,0.087,85,390,"American Double / Imperial IPA",12
"1599","Ten Fidy",1532,0.099,98,390,"Russian Imperial Stout",12
"1600","Deviant Dale's IPA",1328,0.08,85,390,"American Double / Imperial IPA",16
"1601","Old Chub",1175,0.08,35,390,"Scottish Ale",12
"1602","Dale's Pale Ale",1166,0.065,65,390,"American Pale Ale (APA)",19.2
"1603","Dale's Pale Ale",1065,0.065,65,390,"American Pale Ale (APA)",12
"1604","Fresh Slice White IPA",1908,0.055,45,276,"American White IPA",12
"1605","Overgrown American Pale Ale",1946,0.055,55,262,"American Pale Ale (APA)",12
"1606","Ozark American Pale Ale",1961,0.04,39,260,"American Pale Ale (APA)",12
"1607","Hula Hoppie Session IPA",1684,0.048,NA,342,"American IPA",12
"1608","Dirty Hippie Dark Wheat",927,0.053,NA,342,"American Dark Wheat Ale",12
"1609","Rustic Red",1268,0.052,23,442,"Irish Red Ale",16
"1610","Stimulator Pale Ale",697,0.053,48,442,"American Pale Ale (APA)",16
"1611","Old Town Ale",696,0.045,22,442,"Kölsch",16
"1612","Car 21",695,0.044,28,442,"English Bitter",16
"1613","Cache La Porter",694,0.05,24,442,"American Porter",16
"1614","Rodeo Rye Pale Ale",1805,0.042,35,308,"American Pale Ale (APA)",12
"1615","Outlaw IPA",1048,0.062,65,308,"American IPA",12
"1616","North Fork Lager",1043,0.044,NA,308,"American Pale Lager",12
"1617","Payette Pale Ale",890,0.048,35,308,"American Pale Ale (APA)",12
"1618","Mutton Buster",775,0.055,25,308,"American Brown Ale",12
"1619","Side Kick Kölsch",1087,0.05,NA,469,"Kölsch",12
"1620","Fresh Cut Pilsner",1931,0.046,NA,267,"American Pilsner",12
"1621","Summer Session Ale",1930,0.05,61,267,"American Pale Wheat Ale",12
"1622","Lobo Lito",2238,0.04,12,188,"Light Lager",12
"1623","Robert Earl Keen Honey Pils",2144,0.05,17,188,"American Pilsner",12
"1624","Mound Builder IPA",2175,0.065,77,206,"American IPA",12
"1625","Amazon Princess IPA",2168,0.062,62,206,"American IPA",12
"1626","Farmer's Daughter Wheat",1956,0.042,NA,206,"American Pale Wheat Ale",12
"1627","People's Pilsner",1794,0.045,NA,206,"German Pilsener",12
"1628","Hotbox Brown",2633,0.055,10,14,"American Brown Ale",12
"1629","Gold",2632,0.048,15,14,"American Blonde Ale",12
"1630","Black",2631,0.058,NA,14,"American Black Ale",12
"1631","98 Problems (Cuz A Hop Ain't One)",2630,0.065,65,14,"American IPA",12
"1632","Veteran’s Pale Ale (VPA)",2629,0.05,40,14,"American Pale Ale (APA)",12
"1633","Grapefruit IPA",2628,0.05,35,14,"American IPA",12
"1634","Pete's ESP Lager (1998)",1062,0.051,NA,471,"American Pale Lager",12
"1635","Pete's Wicked Summer Brew (1995)",1061,0.047,NA,471,"American Pale Wheat Ale",12
"1636","Pete's Wicked Bohemian Pilsner (1997)",1060,0.049,NA,471,"Czech Pilsener",12
"1637","Pete's Wicked Pale Ale (1997)",1056,NA,NA,471,"American Pale Ale (APA)",12
"1638","Pete's Wicked Summer Brew (2002)",1055,0.047,NA,471,"American Pale Wheat Ale",12
"1639","Pete's Wicked Summer Brew (1997)",1054,0.047,NA,471,"American Pale Wheat Ale",12
"1640","Pete's Wicked Summer Brew (1996)",1053,0.047,NA,471,"American Pale Wheat Ale",12
"1641","Sparkle",2635,0.041,12,12,"American Pale Lager",16
"1642","North 45 Amber Ale",1404,0.059,25,12,"American Amber / Red Ale",16
"1643","Horny Monk",1403,0.069,20,12,"Dubbel",16
"1644","Mind's Eye PA",1402,0.067,74,12,"American IPA",16
"1645","Camelback",2312,0.061,60,158,"American IPA",12
"1646","Local 5 Pale Ale",1636,0.056,NA,356,"American Pale Ale (APA)",16
"1647","Devils Head Red Ale",1518,0.073,NA,356,"American Amber / Red Ale",16
"1648","Elephant Rock IPA",1384,0.07,75,356,"American IPA",12
"1649","Black Bay Milk Stout",1797,0.05,NA,311,"Milk / Sweet Stout",12
"1650","Atom Splitter Pale Ale",1437,0.05,NA,311,"American Pale Ale (APA)",12
"1651","Hot Date Ale",1791,0.06,20,315,"Chile Beer",16
"1652","Masked Bandit IPA",1540,0.07,NA,315,"American Black Ale",16
"1653","Sweet Potato Ale",1491,0.06,24,315,"Fruit / Vegetable Beer",16
"1654","Float Trip Ale",1335,0.045,18,315,"American Blonde Ale",16
"1655","Old Tom Porter",847,0.055,25,315,"American Porter",16
"1656","Black Walnut Wheat",846,0.045,18,315,"American Dark Wheat Ale",16
"1657","McKinney Eddy Amber Ale",521,0.055,20,315,"American Amber / Red Ale",16
"1658","Missouri Mule India Pale Ale",479,0.07,70,315,"American IPA",16
"1659","Blood of the Unicorn",2559,0.065,NA,53,"American Amber / Red Ale",16
"1660","GreyBeard™ IPA",1760,0.069,51,325,"American IPA",12
"1661","Pisgah Pale Ale",1759,0.057,31,325,"American Pale Ale (APA)",12
"1662","PONTO S.I.P.A.",1589,0.045,NA,371,"American IPA",16
"1663","Chronic Ale",1457,0.049,NA,371,"American Amber / Red Ale",16
"1664","Swami's India Pale Ale",1191,0.068,NA,371,"American IPA",16
"1665","New Cleveland Palesner",2336,0.05,NA,148,"American Pilsner",12
"1666","Mazzie",2553,0.054,45,56,"American Pale Ale (APA)",12
"1667","Big Chuck Barleywine",1909,0.099,NA,275,"American Barleywine",12
"1668","Ponderosa IPA",335,NA,NA,549,"American IPA",12
"1669","Liquid Amber Ale",64,NA,NA,549,"American Amber / Red Ale",12
"1670","Morning Wood Wheat (Current)",2360,0.059,14,136,"American Pale Wheat Ale",12
"1671","Hideout Helles",1463,0.069,17,136,"Munich Helles Lager",12
"1672","Dead Eye Dunkel",1462,0.06,15,136,"Munich Dunkel Lager",12
"1673","Peacemaker Pilsner",1461,0.058,21,136,"Czech Pilsener",12
"1674","Over the Rail Pale Ale",711,0.057,68,136,"American Pale Ale (APA)",12
"1675","Pallavicini Pilsner (2009)",188,0.058,21,136,"Czech Pilsener",12
"1676","Morning Wood Wheat (Current)",130,0.059,14,136,"American Pale Wheat Ale",12
"1677","Pyramid Hefeweizen (2011)",399,0.052,18,545,"Hefeweizen",12
"1678","Haywire Hefeweizen (2010)",82,0.052,18,545,"Hefeweizen",16
"1679","Golden Fleece",2031,0.045,35,247,"Belgian Pale Ale",12
"1680","Smoking Mirror",2030,0.055,30,247,"American Porter",12
"1681","Rahr's Blonde",2269,0.046,NA,177,"Munich Helles Lager",12
"1682","Pride of Texas Pale Ale",2229,0.058,60,177,"American Pale Ale (APA)",12
"1683","18th Anniversary Gose",2370,0.044,5,129,"Gose",12
"1684","White (2015)",2211,0.046,25,129,"Witbier",12
"1685","BLAKKR",1861,0.099,85,129,"American Black Ale",12
"1686","Firemans #4 Blonde Ale (2013)",1718,0.051,21,129,"American Blonde Ale",12
"1687","The Sword Iron Swan Ale",1290,0.059,NA,129,"English Pale Ale",12
"1688","Hans' Pils (2015)",1091,0.053,52,129,"German Pilsener",12
"1689","Four Squared (2015)",1086,0.06,50,129,"American Blonde Ale",12
"1690","Firemans #4 Blonde Ale (2015)",830,0.051,21,129,"American Blonde Ale",12
"1691","Watership Brown Ale",1021,0.072,55,476,"American Brown Ale",12
"1692","Gangway IPA",938,0.062,55,476,"American IPA",12
"1693","Long Day Lager",715,0.049,NA,476,"Czech Pilsener",12
"1694","Farmer's Daughter Blonde",2516,0.051,17,69,"American Blonde Ale",16
"1695","Pump House IPA",2515,0.055,45,69,"American IPA",16
"1696","Suicide Blonde IPA",2514,0.07,NA,69,"Belgian IPA",16
"1697","Vanilla Porter",2513,0.047,25,69,"American Porter",16
"1698","Honey Rye",2512,0.058,18,69,"Rye Beer",16
"1699","Happy Cider",1467,0.055,NA,404,"Cider",16
"1700","Long Hammer IPA",945,0.065,44,488,"American IPA",16
"1701","Long Hammer IPA",583,0.065,44,488,"American IPA",12
"1702","Copper Hook (2011)",339,0.058,27,488,"American Amber / Red Ale",12
"1703","Nectar of the Hops",1375,0.08,NA,422,"Mead",16
"1704","Sunshine Nectar",1374,0.08,NA,422,"Mead",16
"1705","Black Raspberry Nectar",1373,0.08,NA,422,"Mead",16
"1706","Blood Orange Wit",2087,0.05,16,226,"Witbier",16
"1707","Consilium",2414,0.05,40,111,"American Pale Ale (APA)",12
"1708","Hammer & Sickle",1581,0.09,60,111,"Russian Imperial Stout",12
"1709","Redacted Rye IPA",1176,0.07,100,111,"American IPA",16
"1710","Elevation Triple India Pale Ale",1006,0.099,100,111,"American Double / Imperial IPA",12
"1711","5:00 O'Clock Afternoon Ale",1005,0.05,25,111,"American Blonde Ale",16
"1712","Ryeteous Rye IPA (2012)",636,0.07,100,111,"American IPA",16
"1713","Stout Ol' Friend",1538,0.064,NA,387,"American Stout",16
"1714","Stout Ol' Friend (2012)",1075,0.064,NA,387,"American Stout",16
"1715","Rye Porter",710,NA,NA,387,"American Porter",16
"1716","Miner's Gold",709,0.05,NA,387,"American Blonde Ale",16
"1717","Vienna Lager",708,0.046,NA,387,"Vienna Lager",16
"1718","Jessie's Garage",706,0.056,NA,387,"American Pale Ale (APA)",16
"1719","Colorado Red Ale",220,0.062,NA,387,"American Amber / Red Ale",12
"1720","Miner's Gold",219,NA,NA,387,"American Blonde Ale",12
"1721","Fist City",2576,0.055,40,45,"American Pale Ale (APA)",12
"1722","A Little Crazy",1133,0.068,NA,45,"Belgian Pale Ale",12
"1723","Rosa Hibiscus Ale",609,0.058,15,45,"Herbed / Spiced Beer",12
"1724","Fistmas Ale",418,0.061,31,45,"Herbed / Spiced Beer",12
"1725","Oktoberfest Revolution",417,0.057,25,45,"Märzen / Oktoberfest",12
"1726","Eugene Porter",416,0.068,28,45,"American Porter",12
"1727","Anti-Hero IPA",415,0.065,70,45,"American IPA",12
"1728","Bottom Up Belgian Wit",414,0.05,14,45,"Witbier",12
"1729","Hustle",2452,0.057,42,94,"American Amber / Red Ale",12
"1730","Pure Fury",2451,0.055,42,94,"American Pale Ale (APA)",12
"1731","Dad",2132,0.06,60,94,"American Amber / Red Ale",12
"1732","Panther",1993,0.058,35,94,"American Porter",12
"1733","Franz",1992,0.052,21,94,"Märzen / Oktoberfest",12
"1734","Zen",1935,0.043,45,94,"American Pale Ale (APA)",12
"1735","Truth",1852,0.072,75,94,"American IPA",12
"1736","Cougar",1851,0.048,25,94,"American Blonde Ale",12
"1737","Smooth Operator",2307,0.038,NA,163,"Cream Ale",16
"1738","Gose",2580,0.035,NA,43,"Gose",16
"1739","Maine Island Trail Ale",1807,0.043,NA,43,"American Pale Ale (APA)",16
"1740","River North White Ale",1180,0.05,NA,460,"Witbier",16
"1741","River North Ale",1179,0.05,NA,460,"American Amber / Red Ale",16
"1742","Lil SIPA",1771,0.05,55,322,"American IPA",16
"1743","Hop Bomber Rye Pale Ale",1654,0.055,60,322,"American Pale Ale (APA)",16
"1744","Jah Mon",2579,0.05,100,44,"American IPA",12
"1745","Oktoberfest",2373,0.062,NA,44,"Märzen / Oktoberfest",12
"1746","Headless Wylie",2049,0.08,NA,44,"Pumpkin Ale",12
"1747","Dayman IPA",2048,0.05,NA,44,"American IPA",12
"1748","All Aboard! Anniversary Stout",1880,0.071,NA,44,"Oatmeal Stout",12
"1749","Hop Lace",1879,0.062,NA,44,"American White IPA",12
"1750","OH-PA Session Pale Ale",1878,0.048,NA,44,"American Pale Ale (APA)",12
"1751","Patrick's Poison",1877,0.08,NA,44,"American Amber / Red Ale",12
"1752","Rudolph's Red",1764,0.081,NA,44,"American Amber / Red Ale",12
"1753","Babbling Blonde",1103,0.053,NA,44,"American Blonde Ale",12
"1754","Maxwell's Scottish Ale",1102,0.051,NA,44,"Scottish Ale",12
"1755","Grateful White",1101,0.061,NA,44,"Witbier",12
"1756","RT Lager",1100,0.055,NA,44,"American Amber / Red Lager",12
"1757","Old Wylie's IPA",1099,0.062,NA,44,"American IPA",12
"1758","Hala Kahiki Pineapple Beer",1098,0.048,NA,44,"Fruit / Vegetable Beer",12
"1759","Track 1 Amber Lager",1330,0.045,NA,428,"American Amber / Red Lager",16
"1760","Pine Knob Pilsner",2074,0.053,NA,230,"Czech Pilsener",16
"1761","Cal and Co. Black Cherry Porter",1724,NA,NA,230,"American Porter",16
"1762","Lazy Daze Lager",1280,0.055,NA,230,"American Adjunct Lager",16
"1763","Rochester Red Ale",899,0.059,NA,230,"American Amber / Red Ale",16
"1764","Milkshake Stout",363,0.05,NA,230,"Milk / Sweet Stout",16
"1765","Cornerstone IPA",158,0.07,NA,230,"American IPA",16
"1766","Lazy Daze Lager",97,0.055,NA,230,"American Adjunct Lager",12
"1767","Rogue American Amber Ale",1860,0.051,NA,290,"American Amber / Red Ale",16
"1768","12th Round",1577,0.076,78,377,"American Strong Ale",16
"1769","RoughTail IPA",1576,0.07,80,377,"American IPA",16
"1770","Polar Night Stout",1575,0.08,NA,377,"American Stout",16
"1771","Sundown",2304,0.071,36,165,"Saison / Farmhouse Ale",12
"1772","Sanctified",2249,0.099,NA,165,"Belgian Strong Pale Ale",12
"1773","Fear of a Brett Planet",2053,0.051,NA,165,"American Pale Ale (APA)",12
"1774","Original Slacker Ale",1842,0.056,40,165,"English Brown Ale",12
"1775","Alpha Blackback",1841,0.072,NA,165,"American Black Ale",12
"1776","Kiss Off IPA",1782,0.063,NA,165,"American IPA",12
"1777","Dog Days Summer Ale",1552,0.045,28,165,"Kölsch",12
"1778","1881 California Red",1479,0.056,35,398,"American Amber / Red Ale",12
"1779","CAPT Black IPA",1478,0.073,55,398,"American Black Ale",12
"1780","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,398,"American Amber / Red Lager",12
"1781","CAPT Black IPA",883,0.073,55,398,"American Black Ale",16
"1782","1881 California Red Ale",882,0.056,35,398,"American Amber / Red Ale",16
"1783","Saint Archer White Ale",1868,0.05,15,289,"Witbier",12
"1784","Saint Archer IPA",1867,0.068,66,289,"American IPA",12
"1785","Saint Archer Pale Ale",1865,0.052,40,289,"American Pale Ale (APA)",12
"1786","Saint Archer Blonde",1864,0.048,22,289,"Kölsch",12
"1787","Sex Panther",2599,0.069,20,31,"American Porter",12
"1788","Winter Warmer (Vault Series)",2073,0.095,25,31,"Winter Warmer",16
"1789","Count Hopula (Vault Series)",2063,0.091,99,31,"American Double / Imperial IPA",16
"1790","Oktoberfest",1995,0.055,NA,31,"Märzen / Oktoberfest",12
"1791","SunSpot Golden Ale",1934,0.05,15,31,"American Blonde Ale",12
"1792","I.W.A. (2011)",1329,0.06,NA,31,"American Pale Wheat Ale",12
"1793","Supermonk I.P.A.",1299,0.065,NA,31,"Belgian IPA",12
"1794","Epicenter Amber Ale",1073,0.055,20,31,"American Amber / Red Ale",12
"1795","SanTan HefeWeizen",1072,0.05,15,31,"Hefeweizen",12
"1796","Hop Shock IPA",1071,0.07,85,31,"American IPA",12
"1797","Sex Panther (2014)",852,0.069,20,31,"American Porter",12
"1798","Devil’s Ale",850,0.055,45,31,"American Pale Ale (APA)",12
"1799","Rail Slide Imperial Spiced Ale",839,0.081,NA,31,"Herbed / Spiced Beer",12
"1800","Mr. Pineapple",777,0.05,20,31,"Fruit / Vegetable Beer",12
"1801","American Idiot Ale (2012)",764,0.055,45,31,"American Pale Ale (APA)",12
"1802","Hop Shock IPA (2010)",317,0.07,85,31,"American IPA",12
"1803","SanTan HefeWeizen (2010)",286,0.05,15,31,"Hefeweizen",12
"1804","Devil’s Ale (2010)",285,0.055,45,31,"American Pale Ale (APA)",12
"1805","Epicenter Amber Ale (2010)",124,0.055,20,31,"American Amber / Red Ale",12
"1806","Sanitas Saison Ale",1392,0.058,20,420,"Saison / Farmhouse Ale",12
"1807","Sanitas Black IPA",1391,0.068,65,420,"American Black Ale",12
"1808","Giant DIPA",2002,0.089,88,253,"American Double / Imperial IPA",16
"1809","Dread Brown Ale",1683,0.054,NA,253,"American Brown Ale",12
"1810","Casinos IPA",1362,0.07,NA,253,"English India Pale Ale (IPA)",16
"1811","Saison 88",1519,0.055,30,393,"Saison / Farmhouse Ale",12
"1812","Black IPA",967,0.071,95,393,"American Black Ale",12
"1813","Santa Fe Irish Red Ale",599,0.045,NA,393,"Irish Red Ale",12
"1814","Santa Fe Oktoberfest",307,NA,NA,393,"Märzen / Oktoberfest",12
"1815","Imperial Java Stout",305,0.08,NA,393,"Russian Imperial Stout",12
"1816","Freestyle Pilsner",304,0.055,NA,393,"German Pilsener",12
"1817","Happy Camper IPA",217,0.066,NA,393,"American IPA",12
"1818","Oval Beach Blonde Ale",1477,0.05,11,399,"American Blonde Ale",16
"1819","Oak Aged Cider",1503,0.065,NA,395,"Cider",12
"1820","Ginger Cider",1466,0.065,NA,395,"Cider",12
"1821","Schilling Hard Cider",1245,0.065,NA,395,"Cider",12
"1822","Schlafly Yakima Wheat Ale",1324,0.05,45,429,"American Pale Wheat Ale",12
"1823","Schlafly Black Lager",1323,0.05,NA,429,"Schwarzbier",12
"1824","Schlafly IPA",1078,0.045,30,429,"American IPA",12
"1825","Schlafly American Brown Ale",1077,0.05,30,429,"American Brown Ale",12
"1826","Schlafly Hefeweizen",588,0.041,16,429,"Hefeweizen",12
"1827","Schlafly Summer Lager",53,0.045,17,429,"Munich Helles Lager",12
"1828","Sea Dog Wild Blueberry Wheat Ale",815,0.047,NA,503,"Fruit / Vegetable Beer",12
"1829","Blur India Pale Ale",1302,0.074,60,433,"American IPA",12
"1830","Dry Cider",1416,0.065,NA,412,"Cider",16
"1831","Dry Hard Cider",1415,0.065,NA,412,"Cider",16
"1832","Frankenlou's IPA",918,0.07,105,495,"American IPA",16
"1833","Becky's Black Cat Porter",917,0.07,55,495,"American Porter",16
"1834","Seventh Son of a Seventh Son",2250,0.077,40,184,"American Strong Ale",16
"1835","Stone Fort Brown Ale",1768,0.053,20,184,"English Brown Ale",16
"1836","Seventh Son Hopped Red Ale",1767,0.077,40,184,"American Amber / Red Ale",16
"1837","Humulus Nimbus Super Pale Ale",1766,0.06,53,184,"American Pale Ale (APA)",16
"1838","Golden Ratio IPA",1765,0.07,68,184,"American IPA",16
"1839","Black Hop IPA",2368,0.068,NA,131,"American Black Ale",12
"1840","Archer's Ale (2004)",738,0.05,NA,512,"English Pale Ale",12
"1841","Monkey Fist IPA",1539,0.069,65,386,"American IPA",12
"1842","Shipyard Summer Ale",975,0.051,NA,386,"American Pale Wheat Ale",12
"1843","Pumpkinhead Ale",814,0.047,NA,386,"Pumpkin Ale",12
"1844","Shipyard Export",727,0.051,NA,386,"American Blonde Ale",12
"1845","Nooner",2474,0.052,NA,84,"German Pilsener",12
"1846","Torpedo",2239,0.072,65,84,"American IPA",12
"1847","Yonder Bock",1919,0.06,NA,84,"Maibock / Helles Bock",12
"1848","CANfusion Rye Bock",1918,0.06,NA,84,"Rye Beer",12
"1849","Sierra Nevada Pale Ale",1905,0.056,37,84,"American Pale Ale (APA)",16
"1850","Old Chico Crystal Wheat",1338,0.048,26,84,"American Pale Wheat Ale",12
"1851","Summerfest",1295,0.05,28,84,"Czech Pilsener",12
"1852","Torpedo",426,0.072,65,84,"American IPA",16
"1853","Sierra Nevada Pale Ale",400,0.056,37,84,"American Pale Ale (APA)",12
"1854","Sietsema Red Label",2353,0.069,NA,138,"Cider",16
"1855","Bear Ass Brown",212,0.042,NA,552,"American Brown Ale",12
"1856","Red Mountain Ale",161,0.06,NA,552,"American Amber / Red Ale",12
"1857","Ice Pick Ale",160,0.068,NA,552,"American IPA",12
"1858","4Beans",2574,0.1,52,47,"Baltic Porter",12
"1859","Jammer",2479,0.042,16,47,"Gose",12
"1860","Abigale",2443,0.08,NA,47,"Belgian Pale Ale",12
"1861","Rad",2266,0.032,7,47,"Fruit / Vegetable Beer",16
"1862","Bengali",2090,0.065,62,47,"American IPA",24
"1863","Sensi Harvest",1962,0.047,50,47,"American Pale Ale (APA)",12
"1864","Hi-Res",1696,0.099,111,47,"American Double / Imperial IPA",12
"1865","Global Warmer",1608,0.07,70,47,"American Strong Ale",12
"1866","Autumnation (2013)",1591,0.067,74,47,"American IPA",16
"1867","The Crisp",1388,0.054,42,47,"German Pilsener",16
"1868","Sweet Action",1387,0.052,34,47,"Cream Ale",16
"1869","Righteous Ale",1386,0.063,57,47,"Rye Beer",16
"1870","Bengali Tiger",1385,0.064,62,47,"American IPA",16
"1871","3Beans",1020,0.099,85,47,"Baltic Porter",12
"1872","Brownstone",778,0.059,47,47,"American Brown Ale",16
"1873","Apollo",630,0.052,11,47,"American Pale Wheat Ale",16
"1874","Harbinger",629,0.049,35,47,"Saison / Farmhouse Ale",16
"1875","Resin",628,0.091,103,47,"American Double / Imperial IPA",12
"1876","Diesel",525,0.063,69,47,"American Stout",16
"1877","Autumnation (2011-12) (2011)",512,0.06,48,47,"Pumpkin Ale",16
"1878","The Crisp (2011)",425,0.054,42,47,"German Pilsener",16
